PEDIDOS COM DIFERENÇA ENTRE VLR_PRODUTOS E SOMA DOS ITENS
Total: 1405

CODIGO	VLR_TOTAL	VLR_PRODUTOS	SOMA_ITENS	DIFERENCA
48791	19967.34	19967.34	19949.99	17.35
23455	713.92	713.92	697.85	16.07
24875	81.20	81.20	65.64	15.56
24952	292.41	292.41	307.80	15.39
41849	907.43	765.00	750.00	15.00
42133	793.69	765.00	750.00	15.00
32522	4427.22	4122.95	4108.00	14.95
24908	139.36	139.36	124.42	14.94
23640	312.27	312.27	297.40	14.87
24967	854.19	854.19	839.72	14.47
24968	805.65	805.65	791.18	14.47
36258	26030.16	26030.16	26016.00	14.16
23288	117.38	117.38	103.68	13.70
24066	626.75	626.75	613.49	13.26
24689	716.19	716.19	702.97	13.22
24608	951.15	951.15	938.05	13.10
23803	273.16	273.16	260.14	13.02
24003	1043.44	1043.44	1030.42	13.02
45611	20951.00	20951.00	20937.99	13.01
50013	5590.00	5590.00	5577.00	13.00
52094	5785.00	5785.00	5772.00	13.00
24223	697.91	697.91	710.88	12.97
46774	10051.25	10051.25	10064.00	12.75
34061	7119.60	7119.60	7106.86	12.74
32427	2590.00	2590.00	2602.61	12.61
24511	1341.48	1341.48	1328.92	12.56
49861	5525.00	5525.00	5512.50	12.50
49748	5365.00	5365.00	5352.55	12.45
50096	6010.00	6010.00	5997.55	12.45
51543	5140.00	5140.00	5127.55	12.45
23718	721.51	721.51	709.24	12.27
24246	362.25	362.25	350.00	12.25
42995	1333.99	1292.00	1280.00	12.00
50789	5330.00	5330.00	5318.00	12.00
49920	5785.00	5785.00	5773.20	11.80
51951	35921.22	35921.22	35909.52	11.70
49923	6420.00	6420.00	6408.30	11.70
33161	4682.60	4682.60	4671.00	11.60
24645	140.04	140.04	128.46	11.58
39392	13822.50	13822.50	13810.98	11.52
52039	5525.00	5525.00	5513.50	11.50
24057	218.27	218.27	229.76	11.49
23544	743.26	743.26	731.80	11.46
42515	13324.59	13324.59	13336.00	11.41
42922	4008.83	3872.12	3861.12	11.00
24669	207.69	207.69	197.01	10.68
35350	5895.00	5895.00	5905.50	10.50
24232	382.00	382.00	372.00	10.00
51296	5166.00	5166.00	5175.62	9.62
33496	7439.00	7439.00	7429.59	9.41
23506	177.42	177.42	186.76	9.34
52225	45509.27	45509.27	45500.00	9.27
24650	754.24	754.24	745.22	9.02
41787	544.45	459.00	450.00	9.00
48949	1802.96	1802.96	1811.95	8.99
43506	3209.16	3066.80	3058.30	8.50
50824	1175.23	1161.84	1170.26	8.42
34687	4218.58	4218.58	4226.88	8.30
35171	8288.00	8288.00	8280.00	8.00
23904	1249.23	1249.23	1241.26	7.97
39425	3970.36	3970.36	3978.15	7.79
24733	101.52	101.52	93.94	7.58
35153	10640.54	10640.54	10633.00	7.54
43857	5056.80	4654.43	4646.94	7.49
42023	2662.05	2617.25	2609.76	7.49
24929	154.88	154.88	147.50	7.38
52240	6175.00	6175.00	6167.70	7.30
23562	137.65	137.65	144.90	7.25
45168	1682.70	1682.70	1675.50	7.20
23390	213.84	213.84	206.72	7.12
42326	4016.32	3762.22	3755.14	7.08
38334	8550.00	8550.00	8542.99	7.01
38624	8550.00	8550.00	8542.99	7.01
32457	5267.50	5267.50	5274.50	7.00
32506	5550.00	5550.00	5543.00	7.00
33321	5476.00	5476.00	5469.00	7.00
33633	5661.00	5661.00	5654.00	7.00
33501	5476.00	5476.00	5469.00	7.00
34000	5476.00	5476.00	5469.00	7.00
34232	5550.00	5550.00	5543.00	7.00
34267	5550.00	5550.00	5543.00	7.00
34717	5587.00	5587.00	5580.00	7.00
35648	6495.00	6495.00	6502.00	7.00
38855	8607.00	8607.00	8600.00	7.00
39241	9327.00	9327.00	9320.00	7.00
39413	4615.00	4615.00	4608.00	7.00
23669	131.54	131.54	138.46	6.92
32684	3676.25	3676.25	3669.49	6.76
34099	5865.25	5865.25	5872.00	6.75
50684	6082.50	6082.50	6075.75	6.75
51448	6532.50	6532.50	6525.75	6.75
51458	5850.00	5850.00	5843.25	6.75
23391	407.60	407.60	400.99	6.61
23739	628.39	628.39	621.84	6.55
51054	5590.00	5590.00	5583.60	6.40
52231	5862.50	5862.50	5856.10	6.40
34149	3302.42	3302.42	3296.06	6.36
49723	6360.00	6360.00	6353.76	6.24
49778	5525.00	5525.00	5518.76	6.24
50037	5622.50	5622.50	5616.26	6.24
51483	5525.00	5525.00	5518.76	6.24
34755	3619.00	3619.00	3612.76	6.24
52396	5555.00	5555.00	5548.76	6.24
51930	5460.00	5460.00	5453.80	6.20
40943	2704.77	2704.77	2698.61	6.16
24113	116.85	116.85	123.00	6.15
40174	22133.10	22133.10	22126.99	6.11
34055	2901.73	2901.73	2895.65	6.08
35032	3096.50	3096.50	3090.50	6.00
35486	5811.00	5811.00	5817.00	6.00
52615	5710.00	5710.00	5704.00	6.00
49964	5297.50	5297.50	5291.52	5.98
51944	6110.00	6110.00	6104.02	5.98
34590	2849.56	2849.56	2843.64	5.92
50844	4889.68	4889.68	4883.76	5.92
52348	5513.33	5513.33	5507.41	5.92
52242	5785.33	5785.33	5779.41	5.92
49442	5679.50	5679.50	5673.59	5.91
23648	1046.02	1046.02	1040.12	5.90
32731	2963.70	2963.70	2957.80	5.90
49345	5640.00	5640.00	5634.10	5.90
50673	5395.00	5395.00	5389.10	5.90
50892	5410.00	5410.00	5404.10	5.90
50938	5395.00	5395.00	5389.10	5.90
51051	5460.00	5460.00	5454.10	5.90
51419	5747.50	5747.50	5741.60	5.90
51456	5590.00	5590.00	5584.10	5.90
52293	5687.50	5687.50	5681.60	5.90
52349	6153.00	6153.00	6147.10	5.90
52488	6333.70	6333.70	6327.80	5.90
24170	110.12	110.12	115.92	5.80
24983	2835.00	2835.00	2840.75	5.75
49759	5870.00	5870.00	5864.28	5.72
32871	3448.00	3448.00	3442.28	5.72
33110	3655.10	3655.10	3649.38	5.72
50511	5395.00	5395.00	5389.30	5.70
52438	5802.50	5802.50	5808.20	5.70
34530	4390.64	4390.64	4384.99	5.65
50508	5525.00	5525.00	5519.40	5.60
23558	1422.31	1422.31	1416.79	5.52
24783	1353.59	1353.59	1348.07	5.52
23500	1533.91	1533.91	1528.41	5.50
23964	1487.73	1487.73	1482.23	5.50
23625	1075.53	1075.53	1070.03	5.50
24227	1037.06	1037.06	1031.56	5.50
24277	1007.58	1007.58	1002.08	5.50
24598	840.24	840.24	834.74	5.50
48948	4884.18	4884.18	4889.68	5.50
51229	4650.00	4650.00	4655.50	5.50
23909	1161.03	1161.03	1155.53	5.50
24153	1717.22	1717.22	1711.72	5.50
24348	1107.26	1107.26	1101.76	5.50
23688	1213.17	1213.17	1207.68	5.49
24841	1006.49	1006.49	1001.00	5.49
23341	1750.88	1750.88	1745.39	5.49
24039	1171.70	1171.70	1166.21	5.49
24419	663.30	663.30	657.81	5.49
24662	682.24	682.24	676.75	5.49
24901	1432.39	1432.39	1426.90	5.49
24973	1193.15	1193.15	1187.66	5.49
23439	816.67	816.67	811.18	5.49
50569	5525.00	5525.00	5519.55	5.45
41763	45379.70	45379.70	45385.00	5.30
23802	80.62	80.62	75.37	5.25
32469	2408.00	2408.00	2413.20	5.20
50629	5355.00	5355.00	5349.80	5.20
51750	6020.00	6020.00	6025.20	5.20
52001	5655.00	5655.00	5649.80	5.20
23432	97.89	97.89	103.04	5.15
50785	6662.18	6662.18	6657.04	5.14
50638	5525.00	5525.00	5519.90	5.10
53654	7937.50	7937.50	7942.60	5.10
23367	106.43	106.43	101.37	5.06
34794	6243.05	6243.05	6238.00	5.05
52895	2929.86	2929.86	2934.90	5.04
44016	1026.46	1026.46	1031.48	5.02
32847	3189.00	3189.00	3184.00	5.00
33380	2735.00	2735.00	2730.00	5.00
33632	5328.00	5328.00	5323.00	5.00
35070	2775.00	2775.00	2770.00	5.00
35750	5781.00	5781.00	5786.00	5.00
49823	6067.50	6067.50	6062.50	5.00
50677	5395.00	5395.00	5390.00	5.00
50998	5395.00	5395.00	5390.00	5.00
51263	5330.00	5330.00	5325.00	5.00
51656	5900.00	5900.00	5905.00	5.00
33015	2080.03	1947.64	1952.62	4.98
53687	20230.96	20230.96	20226.00	4.96
23428	894.95	894.95	890.09	4.86
24577	91.77	91.77	96.60	4.83
50298	911.50	911.50	916.32	4.82
24816	1747.93	1747.93	1743.12	4.81
53381	7595.00	7595.00	7599.80	4.80
53629	4576.50	4576.50	4571.78	4.72
51893	5102.50	5102.50	5107.15	4.65
52026	5592.50	5592.50	5597.15	4.65
44082	22756.38	20687.62	20683.00	4.62
42132	508.73	484.50	480.00	4.50
50206	4500.00	4500.00	4504.50	4.50
51137	5395.00	5395.00	5399.50	4.50
51278	5700.00	5700.00	5704.50	4.50
51703	6710.00	6710.00	6714.49	4.49
24137	84.82	84.82	89.28	4.46
52446	6073.75	6073.75	6078.20	4.45
23859	84.19	84.19	88.61	4.42
39852	92244.12	92244.12	92248.50	4.38
23418	907.63	907.63	912.01	4.38
23473	233.64	233.64	238.00	4.36
51720	6332.36	6332.36	6328.00	4.36
24695	82.59	82.59	86.94	4.35
45101	10968.66	10968.66	10972.99	4.33
23679	81.22	81.22	85.50	4.28
51217	5120.00	5120.00	5115.75	4.25
23330	79.53	79.53	83.72	4.19
43847	23481.55	21346.87	21351.00	4.13
24314	86.77	86.77	82.64	4.13
37989	8892.90	8892.90	8897.00	4.10
41423	1021.01	1021.01	1016.91	4.10
32945	4240.39	3948.95	3952.99	4.04
24301	76.47	76.47	80.50	4.03
24815	76.47	76.47	80.50	4.03
24191	1014.36	1014.36	1010.35	4.01
24799	1200.50	1200.50	1196.49	4.01
23303	1379.21	1379.21	1375.21	4.00
41988	321.30	306.00	310.00	4.00
49568	9994.95	9994.95	9991.00	3.95
46810	811.53	811.53	815.46	3.93
24604	77.03	77.03	73.12	3.91
38421	14227.90	14227.90	14224.00	3.90
23856	1407.76	1407.76	1403.87	3.89
47929	23085.56	20986.88	20983.00	3.88
44637	21630.25	19663.87	19660.00	3.87
23245	73.42	73.42	77.28	3.86
48664	2304.07	2297.77	2293.94	3.83
53682	6975.00	6975.00	6978.80	3.80
24357	953.28	953.28	949.52	3.76
32616	2886.00	2886.00	2882.25	3.75
54197	23043.22	20531.48	20535.20	3.72
34150	2849.00	2849.00	2845.35	3.65
24328	2974.62	2974.62	2978.25	3.63
34214	4292.87	4292.87	4289.25	3.62
48739	15021.63	13099.60	13096.00	3.60
41835	1045.22	1045.22	1041.62	3.60
47742	18329.28	16603.02	16599.43	3.59
50834	26272.00	18723.59	18720.00	3.59
50129	20212.43	17932.43	17936.00	3.57
50147	22185.57	18673.64	18677.19	3.55
38484	8263.00	8263.00	8259.48	3.52
50771	8048.52	8048.52	8045.00	3.52
38287	4275.00	4275.00	4271.49	3.51
38297	4275.00	4275.00	4271.49	3.51
38311	4275.00	4275.00	4271.49	3.51
38321	4275.00	4275.00	4271.49	3.51
38360	4275.00	4275.00	4271.49	3.51
38436	4275.00	4275.00	4271.49	3.51
38593	4275.00	4275.00	4271.49	3.51
38634	4275.00	4275.00	4271.49	3.51
38647	4275.00	4275.00	4271.49	3.51
38686	4275.00	4275.00	4271.49	3.51
38805	4275.00	4275.00	4271.49	3.51
38928	4275.00	4275.00	4271.49	3.51
38940	4275.00	4275.00	4271.49	3.51
38962	4275.00	4275.00	4271.49	3.51
32393	2590.00	2590.00	2593.50	3.50
32405	2660.00	2660.00	2663.50	3.50
32411	2590.00	2590.00	2593.50	3.50
32439	2660.00	2660.00	2663.50	3.50
32489	2812.00	2812.00	2808.50	3.50
32495	2793.50	2793.50	2790.00	3.50
32503	2738.00	2738.00	2734.50	3.50
32592	2849.00	2849.00	2845.50	3.50
32624	2738.00	2738.00	2734.50	3.50
32636	2738.00	2738.00	2734.50	3.50
32678	2812.00	2812.00	2808.50	3.50
32697	2812.00	2812.00	2808.50	3.50
32738	2812.00	2812.00	2808.50	3.50
32742	2812.00	2812.00	2808.50	3.50
32749	1979.50	1979.50	1976.00	3.50
32782	2812.00	2812.00	2808.50	3.50
32791	2738.00	2738.00	2734.50	3.50
32796	2738.00	2738.00	2734.50	3.50
32884	2886.00	2886.00	2882.50	3.50
32892	2812.00	2812.00	2808.50	3.50
32903	2738.00	2738.00	2734.50	3.50
32929	2812.00	2812.00	2808.50	3.50
32944	2775.00	2775.00	2771.50	3.50
32959	2738.00	2738.00	2734.50	3.50
32993	2812.00	2812.00	2808.50	3.50
33039	2738.00	2738.00	2734.50	3.50
33080	2812.00	2812.00	2808.50	3.50
33113	2812.00	2812.00	2808.50	3.50
33129	2812.00	2812.00	2808.50	3.50
33140	2738.00	2738.00	2734.50	3.50
33239	2738.00	2738.00	2734.50	3.50
33371	2664.00	2664.00	2660.50	3.50
33435	2738.00	2738.00	2734.50	3.50
33607	5883.00	5883.00	5879.50	3.50
33639	2738.00	2738.00	2734.50	3.50
33696	2738.00	2738.00	2734.50	3.50
33746	2738.00	2738.00	2734.50	3.50
33962	2738.00	2738.00	2734.50	3.50
33993	3106.50	3106.50	3103.00	3.50
33994	6580.00	6580.00	6576.50	3.50
34030	2812.00	2812.00	2808.50	3.50
34220	2775.00	2775.00	2771.50	3.50
34225	2812.00	2812.00	2808.50	3.50
34245	2590.00	2590.00	2586.50	3.50
34249	2775.00	2775.00	2771.50	3.50
34350	2738.00	2738.00	2734.50	3.50
34446	2738.00	2738.00	2734.50	3.50
34481	2738.00	2738.00	2734.50	3.50
34520	2738.00	2738.00	2734.50	3.50
34527	2812.00	2812.00	2808.50	3.50
34552	6364.50	6364.50	6361.00	3.50
34555	2812.00	2812.00	2808.50	3.50
34683	2738.00	2738.00	2734.50	3.50
34716	5550.00	5550.00	5546.50	3.50
34769	2775.00	2775.00	2771.50	3.50
34840	2775.00	2775.00	2771.50	3.50
34880	2775.00	2775.00	2771.50	3.50
34967	5876.00	5876.00	5872.50	3.50
34985	2775.00	2775.00	2771.50	3.50
35186	2775.00	2775.00	2771.50	3.50
35283	2925.00	2925.00	2928.50	3.50
35405	2925.00	2925.00	2928.50	3.50
35406	2925.00	2925.00	2928.50	3.50
35428	3290.00	3290.00	3293.50	3.50
35460	2847.00	2847.00	2850.50	3.50
35557	2925.00	2925.00	2928.50	3.50
35572	2925.00	2925.00	2928.50	3.50
35660	3462.00	3462.00	3465.50	3.50
38386	4332.00	4332.00	4328.50	3.50
38723	8550.00	8550.00	8546.50	3.50
39175	7391.50	7391.50	7388.00	3.50
39223	4570.50	4570.50	4567.00	3.50
39324	4694.50	4694.50	4691.00	3.50
39349	4632.50	4632.50	4629.00	3.50
39374	4632.50	4632.50	4629.00	3.50
39391	4632.50	4632.50	4629.00	3.50
39408	4632.50	4632.50	4629.00	3.50
39520	4632.50	4632.50	4629.00	3.50
39536	4632.50	4632.50	4629.00	3.50
43405	21275.10	19341.00	19337.50	3.50
52963	7259.00	7259.00	7262.50	3.50
35700	3298.00	3298.00	3301.49	3.49
51042	20842.45	17400.74	17404.23	3.49
51454	17062.54	17062.54	17066.00	3.46
49149	20336.03	13547.44	13544.00	3.44
49184	20336.03	13547.44	13544.00	3.44
49251	20336.03	13547.44	13544.00	3.44
49262	20334.03	13547.44	13544.00	3.44
49297	20336.03	13547.44	13544.00	3.44
49298	20336.03	13547.44	13544.00	3.44
48220	21805.30	18669.02	18665.59	3.43
52693	7440.00	7440.00	7443.40	3.40
49872	10094.37	10094.37	10090.99	3.38
34117	2983.13	2983.13	2979.75	3.38
39424	5167.88	5167.88	5164.50	3.38
52098	667.05	667.05	663.68	3.37
50888	21162.66	18882.66	18886.00	3.34
50945	22884.66	19354.23	19357.57	3.34
45986	1577.73	1577.73	1581.03	3.30
45207	1587.95	1521.68	1518.39	3.29
50316	13003.28	13003.28	13000.00	3.28
50352	17803.28	13003.28	13000.00	3.28
50381	19712.00	13003.28	13000.00	3.28
50968	13756.72	13756.72	13760.00	3.28
51071	20576.04	13756.72	13760.00	3.28
52492	21423.43	17954.47	17951.20	3.27
52653	20234.47	17954.47	17951.20	3.27
44345	19766.25	19766.25	19763.00	3.25
45297	21742.88	19766.25	19763.00	3.25
54261	27767.63	24191.87	24195.12	3.25
48238	21399.98	14475.20	14472.00	3.20
48281	21399.98	14475.20	14472.00	3.20
48359	21399.98	14475.20	14472.00	3.20
48979	20335.79	13547.20	13544.00	3.20
48953	20335.79	13547.20	13544.00	3.20
49026	20335.79	13547.20	13544.00	3.20
33716	3100.79	3100.79	3097.59	3.20
53245	21759.66	14788.80	14791.99	3.19
42642	1966.07	1966.07	1969.26	3.19
35628	2878.79	2878.79	2881.97	3.18
48641	20355.02	16952.41	16955.59	3.18
48707	20355.02	16952.41	16955.59	3.18
23907	1349.67	1349.67	1346.51	3.16
33827	3125.66	3125.66	3122.53	3.13
49342	19776.04	13059.12	13056.00	3.12
49344	19776.04	13059.12	13056.00	3.12
49387	19776.04	13059.12	13056.00	3.12
33543	115.44	115.44	112.32	3.12
33447	3066.56	3066.56	3063.44	3.12
33534	3018.46	3018.46	3015.34	3.12
33856	2974.06	2974.06	2970.94	3.12
34213	2844.56	2844.56	2841.44	3.12
39195	5685.10	5685.10	5681.98	3.12
42978	18073.12	18073.12	18070.00	3.12
48104	21956.39	18768.88	18772.00	3.12
54126	26746.21	23368.24	23365.12	3.12
38969	4634.10	4634.10	4630.99	3.11
39369	5155.30	5155.30	5152.20	3.10
24848	830.34	830.34	827.26	3.08
51772	19464.02	12787.04	12784.00	3.04
51876	19464.02	12787.04	12784.00	3.04
51905	19464.02	12787.04	12784.00	3.04
51929	12787.04	12787.04	12784.00	3.04
51948	19946.96	17666.96	17670.00	3.04
51961	20504.72	17666.96	17670.00	3.04
52092	20504.72	17666.96	17670.00	3.04
53742	21283.04	21283.04	21280.00	3.04
51587	18270.37	15500.96	15503.99	3.03
24202	580.27	580.27	577.25	3.02
44027	1499.89	1456.32	1453.30	3.02
51084	20893.00	17423.46	17426.47	3.01
24534	964.57	964.57	961.56	3.01
33434	2331.00	2331.00	2328.00	3.00
35558	2847.00	2847.00	2850.00	3.00
47755	2819.60	2617.00	2620.00	3.00
49894	4785.00	4785.00	4788.00	3.00
33261	3294.67	3294.67	3291.71	2.96
51305	19152.00	12514.96	12512.00	2.96
33172	2961.85	2961.85	2958.90	2.95
34333	2887.85	2887.85	2884.90	2.95
34581	3109.85	3109.85	3106.90	2.95
35438	2770.95	2770.95	2773.90	2.95
44529	18446.09	17120.91	17117.99	2.92
24124	17.39	17.39	14.49	2.90
52017	19425.53	16737.12	16740.00	2.88
36584	5665.13	5015.16	5012.28	2.88
51432	16845.12	14685.12	14687.99	2.87
51544	16845.12	14685.12	14687.99	2.87
53179	21759.98	14789.12	14791.99	2.87
53197	19589.12	14789.12	14791.99	2.87
34725	3054.18	3054.18	3051.32	2.86
34629	3291.70	3157.96	3155.11	2.85
24306	54.12	54.12	56.97	2.85
50564	22421.14	18919.49	18916.68	2.81
50546	18448.00	18448.00	18445.20	2.80
52890	18989.20	14189.20	14191.99	2.79
38548	5314.25	5314.25	5311.49	2.76
36231	4325.75	4325.75	4323.00	2.75
24130	52.00	52.00	54.74	2.74
33328	2888.67	2888.67	2885.94	2.73
39193	5067.82	5067.82	5065.10	2.72
50590	17477.06	17477.06	17474.40	2.66
34526	3038.51	3038.51	3035.86	2.65
46097	665.99	665.99	668.61	2.62
33605	2092.77	1952.31	1949.70	2.61
53345	3104.82	3100.83	3103.44	2.61
38729	18721.04	16287.66	16290.26	2.60
34175	2849.00	2849.00	2846.40	2.60
51685	19048.18	16768.18	16765.59	2.59
40616	2897.99	2897.99	2895.40	2.59
50034	20492.18	18212.18	18209.60	2.58
50057	21698.21	18212.18	18209.60	2.58
23483	48.94	48.94	51.52	2.58
46052	6515.52	6515.52	6513.00	2.52
34748	2812.00	2812.00	2809.50	2.50
35013	2712.50	2712.50	2710.00	2.50
49993	5037.50	5037.50	5035.00	2.50
35965	1386.48	1386.48	1384.00	2.48
50718	21632.00	14677.52	14680.00	2.48
50777	14677.52	14677.52	14680.00	2.48
51475	19408.64	16031.28	16033.75	2.47
42083	23326.78	22153.24	22150.80	2.44
24512	45.88	45.88	48.30	2.42
46308	18397.40	18397.40	18395.00	2.40
38601	2236.80	2236.80	2239.20	2.40
53802	5128.50	5128.50	5126.10	2.40
38390	1138.61	1063.33	1065.72	2.39
50002	20556.14	17253.58	17251.20	2.38
23734	49.77	49.77	47.40	2.37
47296	996.65	996.65	999.00	2.35
48780	12491.25	12491.25	12493.59	2.34
48137	2328.94	2328.94	2331.27	2.33
54276	21464.30	21464.30	21461.99	2.31
32997	4826.00	4272.31	4270.00	2.31
44861	39638.19	39638.19	39640.50	2.31
46824	34000.00	34000.00	33997.69	2.31
52210	18273.62	17714.30	17712.00	2.30
48966	20013.08	17733.08	17730.80	2.28
53207	21685.08	19405.08	19402.80	2.28
53382	21948.13	19066.12	19068.40	2.28
23902	769.05	769.05	771.33	2.28
53031	22708.51	19803.32	19805.59	2.27
43546	6720.48	6006.87	6009.12	2.25
38730	7924.35	7924.35	7926.59	2.24
53849	22759.80	22759.80	22762.00	2.20
53951	24821.57	22759.80	22762.00	2.20
53956	24821.57	22759.80	22762.00	2.20
53652	6751.00	6751.00	6753.20	2.20
49047	20072.27	16799.75	16797.59	2.16
49084	18959.75	16799.75	16797.59	2.16
53873	8485.20	8485.20	8487.36	2.16
33863	4035.60	4035.60	4037.75	2.15
35006	2608.28	2492.55	2490.41	2.14
54118	5015.50	5015.50	5017.60	2.10
54133	6115.50	6115.50	6117.60	2.10
54002	895.87	895.87	893.78	2.09
48400	1560.84	1560.84	1558.78	2.06
34641	2406.83	2304.91	2302.85	2.06
46710	1450.05	1450.05	1447.99	2.06
24993	537.55	537.55	535.50	2.05
48602	2750.35	2750.35	2748.30	2.05
40993	29377.96	29377.96	29380.00	2.04
47975	11569.01	11569.01	11566.98	2.03
41869	1585.98	1585.98	1583.95	2.03
53808	24232.48	21561.98	21564.00	2.02
24264	673.90	673.90	671.89	2.01
24741	750.00	750.00	752.00	2.00
33114	2812.00	2812.00	2810.00	2.00
33160	2812.00	2812.00	2810.00	2.00
33736	1924.00	1924.00	1922.00	2.00
45681	30250.00	30250.00	30252.00	2.00
47210	21205.80	19278.00	19276.00	2.00
48831	19816.03	13094.00	13096.00	2.00
48859	19816.03	13094.00	13096.00	2.00
48861	19816.03	13094.00	13096.00	2.00
53882	24318.40	16798.00	16800.00	2.00
53937	24338.40	16798.00	16800.00	2.00
54019	24318.40	16798.00	16800.00	2.00
54068	24318.40	16798.00	16800.00	2.00
54105	21598.00	16798.00	16800.00	2.00
54120	4774.00	4774.00	4776.00	2.00
24245	2728.00	2728.00	2729.99	1.99
52982	22083.62	19803.62	19805.59	1.97
53114	22083.62	19803.62	19805.59	1.97
37193	1892.04	1892.04	1894.00	1.96
46875	39475.67	37191.92	37189.99	1.93
24601	36.71	36.71	38.64	1.93
52878	6040.00	6040.00	6041.92	1.92
52937	6350.00	6350.00	6351.92	1.92
48361	847.91	847.91	846.00	1.91
50231	21077.59	17630.09	17632.00	1.91
41032	25651.10	25651.10	25653.00	1.90
45316	697.22	697.22	699.12	1.90
49797	2653.74	2649.75	2647.85	1.90
49197	13366.96	13366.96	13365.07	1.89
24717	772.50	772.50	774.37	1.87
53585	2353.54	2353.54	2355.41	1.87
47612	22184.65	20167.87	20166.00	1.87
40566	2322.56	2322.56	2320.70	1.86
32787	2937.88	2315.40	2317.25	1.85
35331	2820.85	2820.85	2822.70	1.85
35353	3302.52	3302.52	3304.34	1.82
50202	19968.24	16702.20	16704.00	1.80
50220	18862.20	16702.20	16704.00	1.80
50328	19968.24	16702.20	16704.00	1.80
50372	19968.24	16702.20	16704.00	1.80
24189	34.08	34.08	35.86	1.78
23616	33.65	33.65	35.42	1.77
37690	6189.95	5116.25	5114.49	1.76
41611	19716.75	19716.75	19718.49	1.74
40235	576.88	576.88	575.16	1.72
47007	18600.07	12033.68	12032.00	1.68
47053	18600.07	12033.68	12032.00	1.68
23465	1648.83	1648.83	1647.16	1.67
47427	16449.49	14926.21	14924.54	1.67
48566	19320.87	17040.87	17039.20	1.67
33022	3664.54	3664.54	3666.20	1.66
41488	18714.88	18714.88	18716.54	1.66
37416	3252.20	2879.07	2877.42	1.65
37938	3252.20	2879.07	2877.42	1.65
47601	3886.65	3886.65	3885.00	1.65
53254	3593.20	3589.21	3590.85	1.64
48600	13398.55	13398.55	13396.91	1.64
24165	30.59	30.59	32.20	1.61
32949	1411.74	1411.74	1413.35	1.61
42059	15801.60	15801.60	15800.00	1.60
42335	15801.60	15801.60	15800.00	1.60
47125	18599.99	12033.60	12032.00	1.60
47637	18599.99	12033.60	12032.00	1.60
47744	18599.99	12033.60	12032.00	1.60
47809	18599.99	12033.60	12032.00	1.60
47933	18599.99	12033.60	12032.00	1.60
47948	12033.60	12033.60	12032.00	1.60
48009	18599.99	12033.60	12032.00	1.60
48159	10540.00	7237.60	7236.00	1.60
53368	21119.35	14230.40	14232.00	1.60
53429	21119.35	14230.40	14232.00	1.60
53467	19030.40	14230.40	14232.00	1.60
53470	6355.00	6355.00	6356.60	1.60
53482	21119.36	14230.40	14232.00	1.60
53678	7285.00	7285.00	7286.60	1.60
42527	34137.90	34137.90	34139.50	1.60
45979	28784.40	28784.40	28786.00	1.60
47096	16935.98	15229.58	15227.99	1.59
53107	10879.83	7394.40	7395.99	1.59
53108	10879.83	7394.40	7395.99	1.59
46823	14039.21	11895.97	11894.40	1.57
46901	14039.21	11895.97	11894.40	1.57
33398	2953.28	2953.28	2951.72	1.56
52329	3101.97	3101.97	3100.42	1.55
48175	1179.72	1179.72	1178.18	1.54
34535	6301.32	4772.18	4773.72	1.54
51830	6393.52	6393.52	6392.00	1.52
51831	6393.52	6393.52	6392.00	1.52
54180	2658.04	2658.04	2656.53	1.51
39724	7265.44	6794.62	6793.12	1.50
41576	13312.50	13312.50	13314.00	1.50
53493	2777.24	2777.24	2778.73	1.49
24630	2046.00	2046.00	2047.49	1.49
23464	28.06	28.06	29.54	1.48
48061	1869.95	1865.96	1864.49	1.47
46046	4414.47	3806.54	3808.00	1.46
48697	1239.07	1239.07	1237.62	1.45
44538	4654.67	4160.41	4158.96	1.45
52373	13833.44	13833.44	13832.00	1.44
52377	20664.02	13833.44	13832.00	1.44
52484	13833.44	13833.44	13832.00	1.44
47595	2565.84	2405.40	2406.84	1.44
53161	7394.56	7394.56	7395.99	1.43
53164	10879.99	7394.56	7395.99	1.43
53267	10879.99	7394.56	7395.99	1.43
53268	10879.99	7394.56	7395.99	1.43
49096	20675.09	20675.09	20676.50	1.41
36025	5588.57	5307.40	5308.80	1.40
36026	5588.57	5307.40	5308.80	1.40
24902	6766.99	6766.99	6768.39	1.40
50635	1716.54	1716.54	1717.92	1.38
51034	18625.03	16465.03	16466.40	1.37
45226	3525.97	3525.97	3527.34	1.37
32981	2033.72	1923.42	1922.05	1.37
46137	22703.30	21115.36	21114.00	1.36
50074	13561.36	13561.36	13560.00	1.36
50089	20352.00	13561.36	13560.00	1.36
50176	13561.36	13561.36	13560.00	1.36
50283	20352.00	13561.36	13560.00	1.36
53007	22352.01	15305.36	15304.00	1.36
53075	21872.01	15305.36	15304.00	1.36
53700	6619.20	6619.20	6620.56	1.36
53224	664.43	660.44	661.79	1.35
33463	2778.40	2459.63	2458.29	1.34
34076	2778.40	2459.63	2458.29	1.34
34488	2778.40	2459.63	2458.29	1.34
34721	2778.40	2459.63	2458.29	1.34
44382	7915.60	7407.46	7408.80	1.34
35657	4887.47	4887.47	4888.80	1.33
35843	4887.47	4887.47	4888.80	1.33
43403	647.02	647.02	645.69	1.33
43110	8505.27	7817.97	7819.30	1.33
51345	21636.87	16144.12	16142.80	1.32
45112	7392.01	6917.48	6918.80	1.32
32346	1361.62	1361.62	1362.94	1.32
